-- west build: running target ram_report
[0/1] cmd.exe /C "cd /D C:\ncs\ws-turkana\logi_reference\p_hids_keyb\build_nrf54l15_feat6\p_hids_keyb && C:\ncs\toolchains\b620d30767\opt\bin\python.exe C:/ncs/vturkana/zephyr/scripts/footprint/size_report -k C:/ncs/ws-turkana/logi_reference/p_hids_keyb/build_nrf54l15_feat6/p_hids_keyb/zephyr/zephyr.elf -z C:/ncs/vturkana/zephyr -o C:/ncs/ws-turkana/logi_reference/p_hids_keyb/build_nrf54l15_feat6/p_hids_keyb --workspace=C:/ncs/vturkana -d 99 ram"
Path                                                                                             Size       %  Address    Section    
==========================================================================================================================================
Root                                                                                            38608 100.00%  - 
├── (hidden)                                                                                     5629  14.58%  - 
├── (no paths)                                                                                  11170  28.93%  - 
│   │   └── hal                                                                                   336   0.87%  - 
│   │       └── nordic                                                                            336   0.87%  - 
│   │           └── nrfx                                                                          336   0.87%  - 
│   │               └── drivers                                                                   336   0.87%  - 
│   │                   └── src                                                                   336   0.87%  - 
│   │                       ├── nrfx_gpiote.c                                                     216   0.56%  - 
│   │                       │   └── m_cb                                                          216   0.56%  0x20000b24 datas
│   │                       ├── nrfx_grtc.c                                                        84   0.22%  - 
│   │                       │   └── m_cb                                                           84   0.22%  0x20000bfc datas
│   │                       └── nrfx_spim.c                                                        36   0.09%  - 
│   │                           └── m_cb                                                           36   0.09%  0x200040fc bss
│   └── nrf                                                                                      5997  15.53%  - 
│       ├── drivers                                                                                72   0.19%  - 
│       │   └── mpsl                                                                               72   0.19%  - 
│       │       ├── clock_control                                                                   4   0.01%  - 
│       │       │   └── nrfx_clock_mpsl.c                                                           4   0.01%  - 
│       │       │       └── event_handler                                                           4   0.01%  0x200040b4 bss
│       │       └── flash_sync                                                                     68   0.18%  - 
│       │           └── flash_sync_mpsl.c                                                          68   0.18%  - 
│       │               └── _context                                                               68   0.18%  0x200040b8 bss
│       ├── lib                                                                                   122   0.32%  - 
│       │   ├── dk_buttons_and_leds                                                               102   0.26%  - 
│       │   │   └── dk_buttons_and_leds.c                                                         102   0.26%  - 
│       │   │       ├── button_handler_cb                                                           4   0.01%  0x20004054 bss
│       │   │       ├── button_handler_mut                                                         20   0.05%  0x20004024 bss
│       │   │       ├── button_handlers                                                             8   0.02%  0x20004038 bss
│       │   │       ├── buttons_scan                                                               48   0.12%  0x20002970 bss
│       │   │       ├── gpio_cb                                                                    12   0.03%  0x20004044 bss
│       │   │       ├── irq_enabled                                                                 1   0.00%  0x20004a78 bss
│       │   │       ├── lock                                                                        4   0.01%  0x20004040 bss
│       │   │       ├── my_buttons                                                                  4   0.01%  0x20004050 bss
│       │   │       └── state                                                                       1   0.00%  0x20004a79 bss
│       │   └── multithreading_lock                                                                20   0.05%  - 
│       │       └── multithreading_lock.c                                                          20   0.05%  - 
│       │           └── mpsl_lock                                                                  20   0.05%  0x20000df0 k_mutex_area
│       └── subsys                                                                               5803  15.03%  - 
│           ├── bluetooth                                                                        3603   9.33%  - 
│           │   ├── adv_prov                                                                       16   0.04%  - 
│           │   │   └── providers                                                                  16   0.04%  - 
│           │   │       ├── device_name.c                                                           4   0.01%  - 
│           │   │       │   └── device_name                                                         4   0.01%  0x0003a104 bt_le_adv_prov_sd_area
│           │   │       ├── flags.c                                                                 4   0.01%  - 
│           │   │       │   └── flags                                                               4   0.01%  0x0003a0fc bt_le_adv_prov_ad_area
│           │   │       ├── gap_appearance.c                                                        4   0.01%  - 
│           │   │       │   └── gap_appearance                                                      4   0.01%  0x0003a108 bt_le_adv_prov_sd_area
│           │   │       └── tx_power.c                                                              4   0.01%  - 
│           │   │           └── tx_power                                                            4   0.01%  0x0003a100 bt_le_adv_prov_ad_area
│           │   ├── controller                                                                   3223   8.35%  - 
│           │   │   ├── hci_driver.c                                                             3147   8.15%  - 
│           │   │   │   ├── __devstate_dts_ord_113                                                  2   0.01%  0x20000cb7 device_states
│           │   │   │   ├── data_0                                                                  4   0.01%  0x20004058 bss
│           │   │   │   ├── receive_work                                                           16   0.04%  0x2000405c bss
│           │   │   │   ├── rx_hci_msg                                                             75   0.19%  0x20004a7a bss
│           │   │   │   └── sdc_mempool                                                          3050   7.90%  0x200029a0 bss
│           │   │   └── hci_internal.c                                                             76   0.20%  - 
│           │   │       ├── cmd_complete_or_status                                                 72   0.19%  0x20004ac5 bss
│           │   │       └── user_cmd_handler                                                        4   0.01%  0x2000406c bss
│           │   └── gatt_pool.c                                                                   364   0.94%  - 
│           │       ├── chrc_locks                                                                  4   0.01%  0x20003b9c bss
│           │       ├── chrc_pool                                                                   8   0.02%  0x20000924 datas
│           │       ├── chrc_tab                                                                  160   0.41%  0x20003ba0 bss
│           │       ├── uuid_128_pool                                                               8   0.02%  0x20003b8c bss
│           │       ├── uuid_16_locks                                                               8   0.02%  0x20003c40 bss
│           │       ├── uuid_16_pool                                                                8   0.02%  0x2000092c datas
│           │       ├── uuid_16_tab                                                               160   0.41%  0x20004820 bss
│           │       └── uuid_32_pool                                                                8   0.02%  0x20003b94 bss
│           ├── mpsl                                                                             1140   2.95%  - 
│           │   └── init                                                                         1140   2.95%  - 
│           │       └── mpsl_init.c                                                              1140   2.95%  - 
│           │           ├── calibration_work                                                       48   0.12%  0x20000620 datas
│           │           ├── do_calibration                                                          4   0.01%  0x20004070 bss
│           │           ├── mpsl_low_prio_work                                                     16   0.04%  0x200040a4 bss
│           │           ├── mpsl_work_stack                                                      1024   2.65%  0x20005f50 noinit
│           │           └── timeslot_context                                                       48   0.12%  0x20004074 bss
│           ├── nrf_security                                                                     1056   2.74%  - 
│           │   └── src                                                                          1056   2.74%  - 
│           │       ├── drivers                                                                   472   1.22%  - 
│           │       │   └── cracen                                                                472   1.22%  - 
│           │       │       ├── cracenpsa                                                         272   0.70%  - 
│           │       │       │   └── src                                                           272   0.70%  - 
│           │       │       │       ├── cracen.c                                                   28   0.07%  - 
│           │       │       │       │   ├── cracen_mutex                                            4   0.01%  0x20000c68 datas
│           │       │       │       │   ├── k_cracen_mutex                                         20   0.05%  0x20000d50 k_mutex_area
│           │       │       │       │   └── users                                                   4   0.01%  0x20004728 bss
│           │       │       │       ├── ctr_drbg.c                                                 88   0.23%  - 
│           │       │       │       │   ├── cracen_prng_context_mutex                               4   0.01%  0x20000c6c datas
│           │       │       │       │   ├── k_cracen_prng_context_mutex                            20   0.05%  0x20000d8c k_mutex_area
│           │       │       │       │   └── prng                                                   64   0.17%  0x200038c0 bss
│           │       │       │       └── prng_pool.c                                               156   0.40%  - 
│           │       │       │           ├── cracen_prng_pool_mutex                                  4   0.01%  0x20000c80 datas
│           │       │       │           ├── k_cracen_prng_pool_mutex                               20   0.05%  0x20000da0 k_mutex_area
│           │       │       │           ├── prng_pool                                             128   0.33%  0x200047a0 bss
│           │       │       │           └── prng_pool_remaining                                     4   0.01%  0x2000479c bss
│           │       │       ├── silexpk                                                           136   0.35%  - 
│           │       │       │   └── target                                                        136   0.35%  - 
│           │       │       │       └── baremetal_ba414e_with_ik                                  136   0.35%  - 
│           │       │       │           └── pk_baremetal.c                                        136   0.35%  - 
│           │       │       │               ├── cracen_mutex_asymmetric                             4   0.01%  0x20000c7c datas
│           │       │       │               ├── k_cracen_mutex_asymmetric                          20   0.05%  0x20000d64 k_mutex_area
│           │       │       │               └── silex_pk_engine                                   112   0.29%  0x2000472c bss
│           │       │       └── sxsymcrypt                                                         64   0.17%  - 
│           │       │           └── src                                                            64   0.17%  - 
│           │       │               └── platform                                                   64   0.17%  - 
│           │       │                   └── baremetal                                              64   0.17%  - 
│           │       │                       ├── cmdma_hw.c                                         24   0.06%  - 
│           │       │                       │   ├── cracen_mutex_symmetric                          4   0.01%  0x20000c70 datas
│           │       │                       │   └── k_cracen_mutex_symmetric                       20   0.05%  0x20000d78 k_mutex_area
│           │       │                       └── interrupts.c                                       40   0.10%  - 
│           │       │                           ├── cracen_irq_event_for_cryptomaster               4   0.01%  0x20000c78 datas
│           │       │                           ├── cracen_irq_event_for_pke                        4   0.01%  0x20000c74 datas
│           │       │                           ├── k_cracen_irq_event_for_cryptomaster            16   0.04%  0x20000e64 k_event_area
│           │       │                           └── k_cracen_irq_event_for_pke                     16   0.04%  0x20000e74 k_event_area
│           │       ├── threading                                                                  72   0.19%  - 
│           │       │   └── threading_alt.c                                                        72   0.19%  - 
│           │       │       ├── mbedtls_mutex_init                                                  4   0.01%  0x20000c8c datas
│           │       │       ├── mbedtls_mutex_lock                                                  4   0.01%  0x20000c88 datas
│           │       │       ├── mbedtls_mutex_unlock                                                4   0.01%  0x20000c84 datas
│           │       │       ├── mbedtls_threading_key_slot_mutex                                   20   0.05%  0x20000db4 k_mutex_area
│           │       │       ├── mbedtls_threading_psa_globaldata_mutex                             20   0.05%  0x20000dc8 k_mutex_area
│           │       │       └── mbedtls_threading_psa_rngdata_mutex                                20   0.05%  0x20000ddc k_mutex_area
│           │       └── zephyr                                                                    512   1.33%  - 
│           │           └── mbedtls_heap.c                                                        512   1.33%  - 
│           │               └── mbedtls_heap                                                      512   1.33%  0x20004b0d bss
│           └── partition_manager                                                                   4   0.01%  - 
│               └── flash_map_partition_manager.c                                                   4   0.01%  - 
│                   └── flash_map                                                                   4   0.01%  0x20000934 datas
└── ZEPHYR_BASE                                                                                 14004  36.27%  - 
    ├── arch                                                                                       25   0.06%  - 
    │   └── arm                                                                                    25   0.06%  - 
    │       └── core                                                                               25   0.06%  - 
    │           ├── mpu                                                                            21   0.05%  - 
    │           │   ├── arm_mpu.c                                                                   1   0.00%  - 
    │           │   │   └── static_regions_num                                                      1   0.00%  0x2000490e bss
    │           │   └── arm_mpu_v8_internal.h                                                      20   0.05%  - 
    │           │       └── dyn_reg_info                                                           20   0.05%  0x20003c4c bss
    │           └── tls.c                                                                           4   0.01%  - 
    │               └── z_arm_tls_ptr                                                               4   0.01%  0x20003c48 bss
    ├── drivers                                                                                   378   0.98%  - 
    │   ├── clock_control                                                                          94   0.24%  - 
    │   │   └── clock_control_nrf.c                                                                94   0.24%  - 
    │   │       ├── __devstate_dts_ord_57                                                           2   0.01%  0x20000ca3 device_states
    │   │       ├── data                                                                           88   0.23%  0x20003f54 bss
    │   │       └── hfclk_users                                                                     4   0.01%  0x20003fac bss
    │   ├── entropy                                                                                 4   0.01%  - 
    │   │   ├── entropy_bt_hci.c                                                                    2   0.01%  - 
    │   │   │   └── __devstate_dts_ord_3                                                            2   0.01%  0x20000ca5 device_states
    │   │   └── entropy_psa_crypto.c                                                                2   0.01%  - 
    │   │       └── __devstate_dts_ord_4                                                            2   0.01%  0x20000ca7 device_states
    │   ├── flash                                                                                  60   0.16%  - 
    │   │   ├── soc_flash_nrf_rram.c                                                               26   0.07%  - 
    │   │   │   ├── __devstate_dts_ord_122                                                          2   0.01%  0x20000ca9 device_states
    │   │   │   └── sem_lock                                                                       24   0.06%  0x20003fb0 bss
    │   │   └── spi_nor.c                                                                          34   0.09%  - 
    │   │       ├── __devstate_dts_ord_118                                                          2   0.01%  0x20000cab device_states
    │   │       └── spi_nor_0_data                                                                 32   0.08%  0x20003fc8 bss
    │   ├── gpio                                                                                   42   0.11%  - 
    │   │   └── gpio_nrfx.c                                                                        42   0.11%  - 
    │   │       ├── __devstate_dts_ord_10                                                           2   0.01%  0x20000caf device_states
    │   │       ├── __devstate_dts_ord_12                                                           2   0.01%  0x20000cad device_states
    │   │       ├── __devstate_dts_ord_23                                                           2   0.01%  0x20000cb1 device_states
    │   │       ├── gpio_nrfx_p0_data                                                              12   0.03%  0x20004000 bss
    │   │       ├── gpio_nrfx_p1_data                                                              12   0.03%  0x20003ff4 bss
    │   │       └── gpio_nrfx_p2_data                                                              12   0.03%  0x20003fe8 bss
    │   ├── serial                                                                                 12   0.03%  - 
    │   │   └── uart_nrfx_uarte.c                                                                  12   0.03%  - 
    │   │       ├── __devstate_dts_ord_102                                                          2   0.01%  0x20000cb3 device_states
    │   │       ├── uarte20_poll_in_byte                                                            1   0.00%  0x20004a66 bss
    │   │       ├── uarte20_poll_out_byte                                                           1   0.00%  0x20004a67 bss
    │   │       └── uarte_20_data                                                                   8   0.02%  0x2000400c bss
    │   ├── spi                                                                                   138   0.36%  - 
    │   │   └── spi_nrfx_spim.c                                                                   138   0.36%  - 
    │   │       ├── __devstate_dts_ord_117                                                          2   0.01%  0x20000cb5 device_states
    │   │       ├── spi_00_data                                                                   120   0.31%  0x20000a9c datas
    │   │       ├── spim_00_rx_buffer                                                               8   0.02%  0x20004a68 bss
    │   │       └── spim_00_tx_buffer                                                               8   0.02%  0x20004a70 bss
    │   └── timer                                                                                  28   0.07%  - 
    │       └── nrf_grtc_timer.c                                                                   28   0.07%  - 
    │           ├── int_mask                                                                        4   0.01%  0x20004014 bss
    │           ├── last_count                                                                      8   0.02%  0x20002968 bss
    │           ├── lock                                                                            4   0.01%  0x20004018 bss
    │           └── system_clock_channel_data                                                      12   0.03%  0x20000b14 datas
    ├── kernel                                                                                   2458   6.37%  - 
    │   ├── condvar.c                                                                               4   0.01%  - 
    │   │   └── lock                                                                                4   0.01%  0x20004154 bss
    │   ├── init.c                                                                                321   0.83%  - 
    │   │   ├── z_idle_stacks                                                                     320   0.83%  0x20006b50 noinit
    │   │   └── z_sys_post_kernel                                                                   1   0.00%  0x20004d0d bss
    │   ├── mutex.c                                                                                 4   0.01%  - 
    │   │   └── lock                                                                                4   0.01%  0x20004140 bss
    │   ├── poll.c                                                                                  4   0.01%  - 
    │   │   └── lock                                                                                4   0.01%  0x20004170 bss
    │   ├── sem.c                                                                                   4   0.01%  - 
    │   │   └── lock                                                                                4   0.01%  0x20004144 bss
    │   ├── system_work_q.c                                                                      2048   5.30%  - 
    │   │   └── sys_work_q_stack                                                                 2048   5.30%  0x20007a90 noinit
    │   ├── timeout.c                                                                              24   0.06%  - 
    │   │   ├── announce_remaining                                                                  4   0.01%  0x20004168 bss
    │   │   ├── curr_tick                                                                           8   0.02%  0x200038b8 bss
    │   │   ├── timeout_list                                                                        8   0.02%  0x20000c50 datas
    │   │   └── timeout_lock                                                                        4   0.01%  0x2000416c bss
    │   ├── timeslicing.c                                                                          37   0.10%  - 
    │   │   ├── pending_current                                                                     4   0.01%  0x2000415c bss
    │   │   ├── slice_expired                                                                       1   0.00%  0x20004d0e bss
    │   │   ├── slice_max_prio                                                                      4   0.01%  0x20004160 bss
    │   │   ├── slice_ticks                                                                         4   0.01%  0x20004164 bss
    │   │   └── slice_timeouts                                                                     24   0.06%  0x200038a0 bss
    │   └── work.c                                                                                 12   0.03%  - 
    │       ├── lock                                                                                4   0.01%  0x20004150 bss
    │       └── pending_cancels                                                                     8   0.02%  0x20004148 bss
    ├── lib                                                                                        40   0.10%  - 
    │   ├── libc                                                                                   32   0.08%  - 
    │   │   ├── common                                                                             12   0.03%  - 
    │   │   │   └── source                                                                         12   0.03%  - 
    │   │   │       └── stdlib                                                                     12   0.03%  - 
    │   │   │           └── malloc.c                                                               12   0.03%  - 
    │   │   │               └── z_malloc_heap                                                      12   0.03%  0x20003c64 bss
    │   │   └── picolibc                                                                           20   0.05%  - 
    │   │       └── stdio.c                                                                        20   0.05%  - 
    │   │           ├── __stdout                                                                   16   0.04%  0x20000938 datas
    │   │           └── _stdout_hook                                                                4   0.01%  0x20003c60 bss
    │   ├── net_buf                                                                                 4   0.01%  - 
    │   │   └── buf.c                                                                               4   0.01%  - 
    │   │       └── net_buf_slist_lock                                                              4   0.01%  0x20003c70 bss
    │   └── os                                                                                      4   0.01%  - 
    │       └── printk.c                                                                            4   0.01%  - 
    │           └── _char_out                                                                       4   0.01%  0x200008c0 datas
    └── subsys                                                                                  11103  28.76%  - 
        ├── bluetooth                                                                           11054  28.63%  - 
        │   ├── host                                                                            11046  28.61%  - 
        │   │   ├── att.c                                                                        1484   3.84%  - 
        │   │   │   ├── _k_mem_slab_buf_att_slab                                                   96   0.25%  0x20008d5c noinit
        │   │   │   ├── _k_mem_slab_buf_chan_slab                                                 368   0.95%  0x20005de0 noinit
        │   │   │   ├── _k_mem_slab_buf_req_slab                                                  140   0.36%  0x20008dbc noinit
        │   │   │   ├── _net_buf_att_pool                                                         200   0.52%  0x20008c94 noinit
        │   │   │   ├── att_handle_rsp_thread                                                       4   0.01%  0x20003e18 bss
        │   │   │   ├── att_pool                                                                   52   0.13%  0x20000ed4 net_buf_pool_area
        │   │   │   ├── att_slab                                                                   32   0.08%  0x20000cbc k_mem_slab_area
        │   │   │   ├── cancel                                                                     28   0.07%  0x20003e1c bss
        │   │   │   ├── chan_slab                                                                  32   0.08%  0x20000cdc k_mem_slab_area
        │   │   │   ├── net_buf_data_att_pool                                                     380   0.98%  0x20008b18 noinit
        │   │   │   ├── req_slab                                                                   32   0.08%  0x20000d1c k_mem_slab_area
        │   │   │   └── tx_meta_data_storage                                                      120   0.31%  0x20003da0 bss
        │   │   ├── buf.c                                                                        1728   4.48%  - 
        │   │   │   ├── _net_buf_discardable_pool                                                  84   0.22%  0x200087a8 noinit
        │   │   │   ├── _net_buf_hci_rx_pool                                                      320   0.83%  0x200085dc noinit
        │   │   │   ├── _net_buf_sync_evt_pool                                                     28   0.07%  0x20008900 noinit
        │   │   │   ├── buf_rx_freed_cb                                                             4   0.01%  0x20003c74 bss
        │   │   │   ├── discardable_pool                                                           52   0.13%  0x20000f08 net_buf_pool_area
        │   │   │   ├── hci_rx_pool                                                                52   0.13%  0x20000fa4 net_buf_pool_area
        │   │   │   ├── net_buf_data_discardable_pool                                             138   0.36%  0x2000871c noinit
        │   │   │   ├── net_buf_data_hci_rx_pool                                                  740   1.92%  0x200082f8 noinit
        │   │   │   ├── net_buf_data_sync_evt_pool                                                258   0.67%  0x200087fc noinit
        │   │   │   └── sync_evt_pool                                                              52   0.13%  0x20000fd8 net_buf_pool_area
        │   │   ├── conn.c                                                                        992   2.57%  - 
        │   │   │   ├── _net_buf_acl_tx_pool                                                       80   0.21%  0x20008ac8 noinit
        │   │   │   ├── _net_buf_fragments                                                         80   0.21%  0x200089e4 noinit
        │   │   │   ├── acl_conns                                                                 416   1.08%  0x20002398 bss
        │   │   │   ├── acl_tx_pool                                                                52   0.13%  0x20000ea0 net_buf_pool_area
        │   │   │   ├── conn_cbs                                                                    8   0.02%  0x20003cdc bss
        │   │   │   ├── conn_change                                                                16   0.04%  0x200009b8 datas
        │   │   │   ├── conn_tx                                                                    24   0.06%  0x20003cc4 bss
        │   │   │   ├── frag_md_pool                                                               32   0.08%  0x20003ca4 bss
        │   │   │   ├── fragments                                                                  52   0.13%  0x20000f3c net_buf_pool_area
        │   │   │   ├── free_tx                                                                    28   0.07%  0x20000e84 k_fifo_area
        │   │   │   ├── net_buf_data_acl_tx_pool                                                  148   0.38%  0x20008a34 noinit
        │   │   │   ├── pending_recycled_events                                                    24   0.06%  0x20000e4c k_sem_area
        │   │   │   ├── procedures_on_connect                                                      16   0.04%  0x20000998 datas
